DatasetIdentifier,Publisher,SourceRepository,YearPublished
sites-64f-3j8ytdi-dtfaqsdt-l3n,Swedish University of Agricultural Sciences,SITES data portal,2019
sites-6b09jqjwpjypizad7vlwxkuj,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-6ecuttpzjfpqbxlswh3qgll2,University of Gothenburg,SITES data portal,2020
sites-6f8arnvjrc-gusr7tmmii-ol,Stockholm University,SITES data portal,2025
sites-6fdd9r61iulhotfmjgaigo3y,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-6ilvubiyckazhwmol9i16vzv,University of Gothenburg,SITES data portal,2022
sites-6ke9mj85eeuahcrfcwq5eu6v,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-6lzydmtyn5p6e2y3ntiga0mk,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-6nrv0jc8jsaariclam-tgzie,Uppsala University,SITES data portal,2022
sites-6t6-dajen4l6ordzs2qt3h5n,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-6v0kq5fnc-jfapmwfqggqatx,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-6w-lshwue7hhikm3wn42zxvv,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-6wdiplosxtcvy9xd-knvltnp,Uppsala University,SITES data portal,2025
sites-6xpbqcxcslqbufchlw-nen6p,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-6xsyui1owyv8uu74d96sexqj,University of Gothenburg,SITES data portal,2024
sites-6ygabj-q78z--u5lpyryrqac,Uppsala University,SITES data portal,2023
sites-713zw2bcip1ccgmytnkxdlj9,Uppsala University,SITES data portal,2024
sites-71ia-gmteolarum047dd83li,Stockholm University,SITES data portal,2023
sites-73hbcxdgdckewbvuheqyrlec,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-77gubpk7q-bllnhu--ynkypx,Swedish Polar Research Secretariat,SITES data portal,2022
sites-7b5-bnfl5omkmaiywjaqgnp8,Sweden Water Research,SITES data portal,2025
sites-7btw0fvjft50qdjoppfjxgmp,Uppsala University,SITES data portal,2024
sites-7cyh4rlssygqqpfoeuas6gab,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-7ei0rqk1p9v4pv84m2vpmqj5,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-7j2qi1qg0krft0mzemkgrydj,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-7lgajetjjzwwn1qgqev-meih,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-7oed9i9x357pwl-hrptv-krz,Uppsala University,SITES data portal,2022
sites-7othpwza06-twhwlmo-ftunf,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-7qsxgq-evis8bfudp0y2i-su,Swedish Polar Research Secretariat,SITES data portal,2025
sites-7rzou5v-z2twfzmb6dpbmg8,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-7x6rar7zvsbkonzdgb51cktf,Uppsala University,SITES data portal,2025
sites-7xiiahmo48mmgwnxc0s-hlzz,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-7xlub4mxyd1ivylq7c57mu5y,Uppsala University,SITES data portal,2020
sites-81gdmp2xbuxq7ezffu6mm2r0,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-82sbh01da0n6fferyhcxsyih,University of Gothenburg,SITES data portal,2024
sites-8awym8knfpwuuldxms17akcz,Swedish Polar Research Secretariat,SITES data portal,2024
sites-8ehachnfoordwgqeqmyls8wu,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-8gdkv8mhlbfkzerddpw6cfip,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-8n-hydmnflclojfobq8xifqe,Uppsala University,SITES data portal,2023
sites-8pscpie-4kejq1wrsnaa2wft,Uppsala University,SITES data portal,2020
sites-8tgyofsvnd-022cfvt5btkbl,University of Gothenburg,SITES data portal,2024
sites-8ufoftv7ynax-afntj1leukj,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-8vqiedc9wmyeyqrqxar0s2r5,Uppsala University,SITES data portal,2023
sites-8z-jal6okafiejoguva-hhky,University of Gothenburg,SITES data portal,2020
sites-8zlld4xjjkfyqbbdgao7lq9e,Swedish Polar Research Secretariat,SITES data portal,2022
sites-9dgfjezj5wuympsw4dsl4hfx,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-9djx2f-x27-uyc28ku9ic2zt,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-9g0arnanz0onf0bzofgcrddx,Uppsala University,SITES data portal,2020
sites-9j6q6r2yrs8l1yevocohresc,Uppsala University,SITES data portal,2024
sites-9jznuq-lcuj96lbosmkm3xdt,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-9lvmbfwdjz5qc195ovcpaabo,Stockholm University,SITES data portal,2021
sites-9pdsvtepxlurflymt-ym4jpc,Stockholm University,SITES data portal,2025
sites-9ra-lb4dwxdnaofegdh-ejvw,Stockholm University,SITES data portal,2021
sites-9rmlyegrtnfn27ntah-rsbja,University of Gothenburg,SITES data portal,2024
sites-9t-sne9wmuybu58kw6lbse4o,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-9ughywyrpxmi197bcri4la9u,Stockholm University,SITES data portal,2025
sites-9wysoik6gibsu2uaitshwjpu,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-9ynfn-3fdknnlaxfdzlrqeux,Stockholm University,SITES data portal,2025
sites-a0tziqd4dbnd2iqgmhu-m4lu,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-a3t3sgnuwizuluqmaf04ts3b,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-a3w5cxdbr5jau-oc-nfl7gbc,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-a47tskbkatvkopmdvyh6pop0,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-a6tjsr6lurwhrxins950ptfm,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-a9h4rsivpxbvwc7zzuy5r55v,Stockholm University,SITES data portal,2025
sites-acdhco2c-egworsc0jma3lrg,University of Gothenburg,SITES data portal,2020
sites-adix-rfghmhntc8bcqreg5wc,University of Gothenburg,SITES data portal,2022
sites-aeocd-dyshxq2wzbzrgs7q7j,Uppsala University,SITES data portal,2020
sites-af-zk5olvqvgu9xork2pwdd2,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-aflyklwp5yvzgmyvhtvrs0wy,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-aghjuagkxbexcdwxjzarwpj-,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-aimpwhjpvytehdrnsjtk9x0o,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-ajs0gdo-gjequzxdlkqbzxtk,Uppsala University,SITES data portal,2025
sites-akzh2ibx5rxjfm7xjapkaajb,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-an7l3emg1xl9sp6nx0hqmaqk,Stockholm University,SITES data portal,2023
sites-anmutyiikju5oph1syy2srdq,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-aq-j5f9bp-fghjp6vcxpe32o,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-aqcj3nrtrq6jcn35ej9q5b-6,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-asd0smrenosiigramawjds95,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-asp5hc97v-7gygsoqubabzyq,Stockholm University,SITES data portal,2021
sites-at1tcvrqbovkld5o5oxjcpmh,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-atznyfhpursdvmxt-eybdbuw,Swedish Polar Research Secretariat,SITES data portal,2023
sites-audocdlmgp1lf1vf2muigctg,University of Gothenburg,SITES data portal,2022
sites-av-w7tmejzfjtz9ubyv-fepr,Stockholm University,SITES data portal,2025
sites-aw-kw-sfkixjnfpg1ndt6u82,Uppsala University,SITES data portal,2020
sites-az5w-bk7fj-dpoigfakv3fbi,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-b-1kwm51qef037ztxlnh6ztr,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-b-qb1kl9ysqtck7lrdnfs-e9,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-b68nkr8eh7vv1akgst8i-ja3,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-b8v6po5krwafncglcvypr6xg,University of Gothenburg,SITES data portal,2022
sites-b9qixmm4qopv6eqesscjryfo,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-bbub8ovmacy7sqwhh6ich5ht,University of Gothenburg,SITES data portal,2024
sites-begplvvgzrwre5awl7eprilr,University of Gothenburg,SITES data portal,2022
sites-bekxudzutjtsjgr1lcojn7dl,Swedish Polar Research Secretariat,SITES data portal,2022
sites-bi-vut50hlud4cbslvt8cxmu,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-bikwmikfokpkm5kzpsi3gim-,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-bpawlyik5zen7mufbjgu-z8c,Uppsala University,SITES data portal,2020
sites-bpgvkzds8rqf-xbunl7e9k5e,Uppsala University,SITES data portal,2020
sites-bpydiuxcp9j63o4t-6e28vof,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-bq-y4spoupf7qvvv0lmyrjdc,University of Gothenburg,SITES data portal,2022
sites-bqtfbjzgtluyzxt1mp1ujk9u,University of Gothenburg,SITES data portal,2024
sites-brdd9jw7qkty2bhslhkzsfj-,University of Gothenburg,SITES data portal,2022
sites-btf85ce6wtuhwud8g6iucwz1,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-bvuhotjnesbjlxblp-actwce,Swedish Polar Research Secretariat,SITES data portal,2025
sites-bwdvdfqjzkb7a1qhhrckrgvw,Stockholm University,SITES data portal,2025
sites-byce2bzyehi4tuu3zyl7wgkn,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-byqusm5lubdrkezhhcuhnsgk,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-bzqfgpqa-kc0emnbhjgzxdgb,Uppsala University,SITES data portal,2020
sites-bzvblyktx4cnevaeumsfvqek,Stockholm University,SITES data portal,2021
sites-c4qlfczazykggoseyhks6uys,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-c8jyelobvprpbdhvphyqkf-c,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-c8ly3newhzmsrowc9qmxeei9,Swedish Polar Research Secretariat,SITES data portal,2022
sites-c98rw9m0fdy7p1o3ujelp5pw,University of Gothenburg,SITES data portal,2024
sites-cabartr6qgvjwitrdrnuxonp,Uppsala University,SITES data portal,2020
sites-cbuw6t-kg8qrqp--itxlztt8,Uppsala University,SITES data portal,2020
sites-cbwav7axgxqa6ibe-c6n7f7d,Swedish Polar Research Secretariat,SITES data portal,2024
sites-cczjyiofmoxlxirlifjtfnwo,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-cf-zez773hl7gb-mfxsz-lk-,University of Gothenburg,SITES data portal,2022
sites-cjxqlizdizesmxwyqiwutvy1,Uppsala University,SITES data portal,2020
sites-cjxrrgm4blhvk6rcwf8wi6mq,Stockholm University,SITES data portal,2025
sites-cqdd72dwrrtilwvteg2zmebb,University of Gothenburg,SITES data portal,2022
sites-crpqwlqycn3kstt-qah9iird,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-cshrmrfitijkrytdbsy0zhsy,University of Gothenburg,SITES data portal,2022
sites-cv5r-hdeto5arrbykdlb22ke,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-cw4xhugmikxkhtt-sciprot8,Swedish Polar Research Secretariat,SITES data portal,2024
sites-cwt5dhncpd00c8iwgaztcmrt,Swedish Polar Research Secretariat,SITES data portal,2025
sites-cx-v-mj05r-qu1pnyzqekqt9,Uppsala University,SITES data portal,2020
sites-cx0anoroojjzlvjb1zqqe7es,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-cxf5cg-mtbcd9fg2q-8pt6ht,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-cyegxvjyrsz8rfm5wqxtgbrm,Uppsala University,SITES data portal,2019
sites-d16fzbgosagmv1fkpiqmrl6b,Stockholm University,SITES data portal,2025
sites-d1oxoamiywrn9zgyjb3ix4wa,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-d2behjazdli0uo4psibbhc-s,Sweden Water Research,SITES data portal,2024
sites-d9-kpti8ohqpyn0tr0caeuzl,Swedish Polar Research Secretariat,SITES data portal,2025
sites-db17ny9bqilwvzeblibfyybm,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-dbjcoxq-36miwevynyglwzbo,Stockholm University,SITES data portal,2025
sites-dccjpnbr17qnztohbhslrvpr,University of Gothenburg,SITES data portal,2024
sites-dcq0mpwbwlv5xqc3wya43e3q,University of Gothenburg,SITES data portal,2022
sites-dddpb679tkni9h5dbu6i-wy0,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-de4ynebxqljxfvwcvj82jfkr,University of Gothenburg,SITES data portal,2022
sites-deawk17v02mxuihta4rr7fzh,Uppsala University,SITES data portal,2020
sites-denpnzkaxfmaxku14qm0mt5v,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-detgxa4bu3mgz20dzabpkdiq,University of Gothenburg,SITES data portal,2025
sites-dfojpt-sbc-krnx6x3vrmtxj,Swedish Polar Research Secretariat,SITES data portal,2025
sites-dhyk4jb05ke9tc7mzt2vszix,Swedish Polar Research Secretariat,SITES data portal,2022
sites-diilecqrlbh-atpy7x5e30ki,Swedish Polar Research Secretariat,SITES data portal,2022
sites-djefxck9xz0mrepeiq7tb99a,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-dkv1ad734tkrw5wba504buoc,Stockholm University,SITES data portal,2023
sites-dlkaoxxk452re3p8l62ojjlp,University of Gothenburg,SITES data portal,2022
sites-dmmfvxxudltbavmikxxafkty,Stockholm University,SITES data portal,2022
sites-dn4vuue3jjhfofa445-mze5z,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-doncpphahyn5xp8tvsmcnlfr,Stockholm University,SITES data portal,2025
sites-drw-n1wmtb7zd8u6dbxb3gra,Uppsala University,SITES data portal,2020
sites-dscs-amdlkgfuk5hck-jtv-6,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-dt-hg-l-vvfantzih-suenvk,University of Gothenburg,SITES data portal,2022
sites-dwkws9xkc8yquew-y83oohfn,Swedish Polar Research Secretariat,SITES data portal,2022
sites-dwvfqfllll6ljz7bzfcnzmxe,Sweden Water Research,SITES data portal,2020
sites-dwxv-9dglvccif6r1c1b2ik0,Sweden Water Research,SITES data portal,2019
sites-dxi-a-lgxl9um0vaw3d2fkgb,University of Gothenburg,SITES data portal,2022
sites-dz6gxxf-netekqevxtdahkv,Swedish Polar Research Secretariat,SITES data portal,2025
sites-e15behrp6t2l7ose-1ii4pmc,University of Gothenburg,SITES data portal,2022
sites-e1urnuk9idopo8pa8ger2mig,Uppsala University,SITES data portal,2020
sites-e3-e26wi2vdazaea2wqqtgvu,University of Gothenburg,SITES data portal,2024
sites-e3j-nwhvpsaz0lcznmd3plq6,University of Gothenburg,SITES data portal,2023
sites-e3q-b3k-gsbe58aeiiaqzxfn,Uppsala University,SITES data portal,2023
sites-e3wera-dyw4loosdpxrn9xpt,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-e8p6tvn8jjbmyzlwhd4e6geh,Swedish University of Agricultural Sciences,SITES data portal,2019
sites-e8ti6xixvms3vxcmgh6z3pmb,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-e8z8vctnzqepxx407lzuunn1,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-eavetod1c2cdbtq0iyn0xxqx,Stockholm University,SITES data portal,2025
sites-ectgzqaeu3lih2oyy-1s04yz,University of Gothenburg,SITES data portal,2025
sites-eircckw-ah31btpxv4vxmg6n,Stockholm University,SITES data portal,2025
sites-ejag4o2gq7aa401wxcx-eelp,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-eju8dmn-z-iprleq10praum-,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-ekxbysmsescf-u3h79xq0yzo,Swedish Polar Research Secretariat,SITES data portal,2022
sites-ekzaouthtcd8nrdjutl0bqjh,Stockholm University,SITES data portal,2025
sites-elgtba-0whknfzdhr26ewxuf,Stockholm University,SITES data portal,2020
sites-em5qr3yesjiue73kxc4udqha,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-ep1wwua-qrgekuatmle3ms8d,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-eppubckctlkexsgcviq2tgyi,Stockholm University,SITES data portal,2025
sites-eq-a-lzvmucm-uuq7lruwtlx,University of Gothenburg,SITES data portal,2022
sites-eqelg4gwfeee-nioldunagvy,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-esmgsf7l7fi5tfkllhmivon4,Swedish Polar Research Secretariat,SITES data portal,2022
sites-etyakn9phpqmn0erlxchgcra,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-eudl8wrc-osdd0rcga8or4s0,Uppsala University,SITES data portal,2020
sites-evog3di5arubsrl1fokrn7u2,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-exzegeoqbn9ofjjjrtx2fmhh,Stockholm University,SITES data portal,2021
sites-ez-kt838oancy5w4rjahdvmw,Stockholm University,SITES data portal,2020
sites-f0ym5iw5dsc7hotos5mpnsxa,Stockholm University,SITES data portal,2020
sites-f7-w1hbrecbo-16x5e8x0v8e,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-f81dukgygxpg2l5cpxliqf-g,University of Gothenburg,SITES data portal,2024
sites-f8d-f6le8igdelfmtwuhofcb,University of Gothenburg,SITES data portal,2022
sites-f90gabostmixrklpqzbzsri2,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-fakmeqkxhas9kwsfgixrjaeu,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-fb1e3ayet3527axqhwqvhoy9,Stockholm University,SITES data portal,2021
sites-fbwtyypm-7bm0vx9gk7vloh0,University of Gothenburg,SITES data portal,2022
sites-fdmjftltfzpxbss8etodavqc,University of Gothenburg,SITES data portal,2022
sites-ffbd3l5xljqazcmgu-57rzqt,Stockholm University,SITES data portal,2021
sites-ffhr9j-5xa-bm2bxm0gz1j2e,Sweden Water Research,SITES data portal,2020
sites-fh5rhssfga-9dhk44hylg7rc,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-fjclwv43vrhiorti6gmgv2za,Swedish Polar Research Secretariat,SITES data portal,2022
sites-flrk0sxlybfzucrttbeinf-o,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-fowuigduhrofbcde8vjcclbh,Stockholm University,SITES data portal,2025
sites-fpicrrobrxfqsozc6soddaio,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-frls8os2t1l1ur0nuvtyzuto,Swedish Polar Research Secretariat,SITES data portal,2022
sites-frm1wrmilcltmvfhheq-bhmp,Stockholm University,SITES data portal,2025
sites-ftkwptonvabwrg1g-iuyy65d,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-fuy4shnrlrkldbpp4cpxr48s,Swedish Polar Research Secretariat,SITES data portal,2024
sites-fv36faxbfognm-y8cpx9mixn,University of Gothenburg,SITES data portal,2024
sites-fxaxrcpi1eim97g2utufze27,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-fxhdbj1v341uqdiea6sutdhd,University of Gothenburg,SITES data portal,2022
sites-fxjpdbxxdcw-fwj9-mld3ihk,Stockholm University,SITES data portal,2025
sites-fyomazw1xsb62jc-rvqy-zwg,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-fywuk7f2l--cny08xfirdfz7,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-fyzaifcla7bprt7atjy71nm9,Swedish Polar Research Secretariat,SITES data portal,2020
sites-fz0j-kiflon1j4nfprvgaf-l,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-fzmnhqjm2qkaojbgf71exdff,Uppsala University,SITES data portal,2024
sites-fznqdejc-igooduilgcrsxyk,Stockholm University,SITES data portal,2022
sites-g-x7r5j-vil-xqtswu-t5tx4,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-g0xgcoyuyawblapsgw60-rti,Uppsala University,SITES data portal,2019
sites-g4as1jjuaocazn3ibkwhfolw,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-g6mwljnpiokzguklrxgyytqd,Swedish Polar Research Secretariat,SITES data portal,2022
sites-g6zkvfnxaed8vojgomqvbabn,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-g9h8uq3uv2-1s7ut0zlbfv4e,Uppsala University,SITES data portal,2020
sites-gakwpfxfkqlgjyj1tg2cpvyi,University of Gothenburg,SITES data portal,2022
sites-gdussxtyp9cjdyhifajanadv,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-gfpx2n80sqcpruzevpiuv0np,University of Gothenburg,SITES data portal,2022
sites-gfubx6b-dnt2fyyqrmu-6nlk,Stockholm University,SITES data portal,2025
sites-ggo4lg76jcwphcdohsju1ro4,Uppsala University,SITES data portal,2020
sites-ggxeis8mr9dm0l-win9swhbt,University of Gothenburg,SITES data portal,2025
sites-gkco3-gesy1fsxjqnq7syvep,Sweden Water Research,SITES data portal,2024
sites-gktb7ibc4-smlwnwapsvjysu,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-gkwjpmmvvcnxfgcwgb7bnmba,Swedish Polar Research Secretariat,SITES data portal,2024
sites-glcmykimx61x05s3rmg4o1qv,Stockholm University,SITES data portal,2022
sites-glmnn9cyscsoezzssihxsclv,University of Gothenburg,SITES data portal,2025
sites-gn4dr8fnyu8s7onf3s1wr3yi,Stockholm University,SITES data portal,2025
sites-gnyflaz6tkag0pzhbutadm7o,Stockholm University,SITES data portal,2025
sites-gozsc83jwoujtpybq96e5haa,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-gpes4pcrxevdgzsrds0g30qd,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-gpfjzah9qzm3hlndfpoiemtx,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-gryy8---h8n9cfj5ysawxj3o,University of Gothenburg,SITES data portal,2022
sites-gustdb-lgtgag85-d-rp-9nx,University of Gothenburg,SITES data portal,2022
sites-gvvxrql-a55i0dr5xyfmztgy,Swedish Polar Research Secretariat,SITES data portal,2024
sites-gx3nntqtwysndciefqmbwejg,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-gxp8kxa6eda-9dvx5spbpvdn,University of Gothenburg,SITES data portal,2022
sites-h5eztop1nygyzpzvif6j-nht,University of Gothenburg,SITES data portal,2020
sites-h5vqm-veeyvx24s8u8pjzlpv,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-h76keblhmlgijlq9q0pniei3,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-ha-vo4uu9ueirxek8pxknt1q,Stockholm University,SITES data portal,2025
sites-hcicgcmfkz3pqydi4ist1dgc,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-hd4bfudpavkwm5qatcliy6gf,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-heml4qbtp8uanc4qbicsegbq,Sweden Water Research,SITES data portal,2024
sites-hhfxrqpiglit-9lf0wckpux5,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-hhub2xhrv9ssk1sk9-diswvq,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-hkeg1m2yqptk-gxj6wgirjr-,Swedish Polar Research Secretariat,SITES data portal,2022
sites-hkh-cipauwktliztzteocu-b,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-hltfgssnh6jyvrjlldkqjhc3,Sweden Water Research,SITES data portal,2023
sites-hncyqvar2vudadujgsjvdec0,Stockholm University,SITES data portal,2020
sites-hodigrjfc1xgfk0-cdweijow,University of Gothenburg,SITES data portal,2022
sites-hpur7svslj1td9ndef1p9ksq,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-hrz6wv7ff7qjkwuus-q7euky,Stockholm University,SITES data portal,2025
sites-htrrpic4taszkri4f1hkhkdy,Uppsala University,SITES data portal,2025
sites-hwlcjdba8dz2vuoqzrtahqir,Uppsala University,SITES data portal,2020
sites-hwulmbcnhtrvlazeijdsvb0u,Swedish Polar Research Secretariat,SITES data portal,2025
sites-hwwhu3fpmj71ele0jka6xnob,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-hxjafwymqn34n6uusurffgz5,Sweden Water Research,SITES data portal,2025
sites-hzkimi5bdxsftx2hpzc8qtjc,Swedish Polar Research Secretariat,SITES data portal,2020
sites-i-nzvptug0de70myhz2gkvpz,Swedish Polar Research Secretariat,SITES data portal,2025
sites-i3lgsejxx3ewj51-np-teo7s,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-i6k-ojhhos5qmf5n-t2d3dqj,Sweden Water Research,SITES data portal,2025
sites-i89z6n9t1js7ra7jeeqsnvsv,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-i9j6hz49zq9xga1-n-9bnses,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-ib3ki9gpllbuwp-tk6rbwiej,Stockholm University,SITES data portal,2021
sites-ibx7gam6hqvpwuanzlzbyobp,Uppsala University,SITES data portal,2020
sites-ieqyyyfsvwlomcucfvbd5ght,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-ierbutvan12v9g4ezq3hl-ec,Swedish Polar Research Secretariat,SITES data portal,2025
sites-ierzvonhfrc9kjlkozn7uzpe,Swedish Polar Research Secretariat,SITES data portal,2025
sites-igpfyvtwtqzca7iqpyeqb9kp,University of Gothenburg,SITES data portal,2019
sites-igwnckt-9kjyzkvaugksrudq,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-ihhs6dba5xfhrcoqtezhrfpc,Sweden Water Research,SITES data portal,2024
sites-ihsmt3slan6ahim-do5tv1h6,University of Gothenburg,SITES data portal,2022
sites-iiegmbnsvdzxjtmvjgf9xm1k,University of Gothenburg,SITES data portal,2024
sites-iih4q6-zctysnzroface4kmq,Stockholm University,SITES data portal,2021
sites-im4yfdohzafkcxnjognx7der,Uppsala University,SITES data portal,2020
sites-imaro0kwhmqc5ncwxvp-adhm,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-imxtx4q8hbspwbp-grvfvil-,Uppsala University,SITES data portal,2022
sites-ip7o4nanrd6bgft-864jsqvu,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-iqak9cd0g12xz-maqsrfsafd,University of Gothenburg,SITES data portal,2024
sites-irdrex1jgvg6jo7huszpqr-f,Stockholm University,SITES data portal,2025
sites-is-aiugn6ieawi-ebgebtijh,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-isj5-6kkeyss1gtswenj2cdm,Stockholm University,SITES data portal,2023
sites-isqjzrdef-fn9vjzsax6tmxs,Stockholm University,SITES data portal,2025
sites-it-hvhfnle4puxylwd7che5t,Swedish University of Agricultural Sciences,SITES data portal,2019
sites-iugopxtjes80hffzlgo1wzhf,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-iuvzlbbtyjz6osrcn8-dd9qc,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-iwh9t3fnqru75um3vlsq76rk,Uppsala University,SITES data portal,2022
sites-ixc5n2bbsenbphlhw1-tkjel,Uppsala University,SITES data portal,2024
sites-ixsmylmasekwilh4ojgi9-an,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-iynhhvtacimwz1admxq-xmdp,Sweden Water Research,SITES data portal,2019
sites-j-3i61yarglzzvf2otvnqpo1,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-j-4hffb9-rj7oj2foin8ptsq,Stockholm University,SITES data portal,2025
sites-j-xhmjfizx4p9dfhue3wayb1,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-j0bfl2ziki1yolaehudryt26,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-j1jiiuwcjewjsg56te3eroim,University of Gothenburg,SITES data portal,2022
